epoch,return_0
0,-50.25
0,-49.8375
0,-50.026875000000004
0,-49.18803125
0,-48.822379687499996
0,-48.287510703124994
0,-47.22938516796874
0,-46.580415909570306
0,-45.713895114091784
0,-45.396950358387194
0,-44.38960284046784
0,-44.295122698444445
0,-44.00536656352222
0,-43.51134823534611
0,-43.223280823578804
0,-42.268366782399866
0,-41.24869844327987
0,-40.66126352111588
0,-40.12820034506008
0,-39.82804032780708
0,-39.48038831141673
0,-39.0813688958459
0,-38.4710504510536
0,-37.978747928500916
0,-37.64231053207587
0,-37.45394500547207
0,-37.42499775519847
0,-36.97874786743855
0,-36.604810474066625
0,-36.1683199503633
0,-36.10990395284513
0,-35.666908755202876
0,-35.58356331744273
0,-35.61063515157059
0,-35.16760339399206
0,-34.852973224292455
0,-34.57282456307783
0,-34.20043333492394
0,-34.44666166817775
0,-34.280578584768854
0,-34.36654965553041
0,-34.291972172753894
0,-33.8336235641162
0,-33.76069238591039
0,-33.910157766614866
0,-33.22714987828412
0,-33.52204238436992
0,-33.40219026515142
0,-33.15083075189385
0,-32.49328921429916
0,-32.262374753584204
0,-32.31175601590499
0,-32.15866821510974
0,-31.575734804354255
0,-31.26569806413654
0,-30.614913160929714
0,-30.546667502883228
0,-30.169334127739067
0,-29.542117421352113
0,-29.583761550284507
0,-29.54207347277028
0,-29.596219799131763
0,-29.091408809175174
0,-28.543088368716415
0,-28.253433950280595
0,-28.253262252766564
0,-28.065599140128235
0,-28.312319183121826
0,-28.046703223965736
0,-27.50686806276745
0,-27.506524659629076
0,-27.874948426647624
0,-28.249951005315243
0,-28.14995345504948
0,-27.873705782297005
0,-27.880020493182155
0,-27.492269468523048
0,-27.242655995096893
0,-27.043023195342048
0,-26.884622035574946
0,-26.7403909337962
0,-26.02212138710639
0,-25.79601531775107
0,-25.287464551863515
0,-25.01684132427034
0,-25.159749258056824
0,-25.30801179515398
0,-25.12386120539628
0,-24.923918145126468
0,-24.977722237870143
0,-24.728836125976635
0,-24.548644319677805
0,-24.146212103693912
0,-23.676401498509215
0,-23.223831423583754
0,-22.587639852404568
0,-22.48325785978434
0,-22.396594966795124
0,-22.59551521845537
0,-22.4157394575326
0,-22.35745248465597
0,-22.02082986042317
0,-21.913538367402012
0,-21.87411144903191
0,-22.061655876580314
0,-22.396073082751297
0,-22.37001942861373
0,-22.42026845718304
0,-22.17425503432389
0,-22.115542282607695
0,-22.21601516847731
0,-22.561464410053443
0,-22.27089118955077
0,-22.619846630073233
0,-22.97635429856957
0,-22.415036583641093
0,-21.87553475445904
0,-21.594258016736088
0,-21.445795115899283
0,-21.029755360104318
0,-21.390767592099103
0,-21.58372921249415
0,-21.79829275186944
0,-22.008378114275967
0,-22.41420920856217
0,-21.92474874813406
0,-21.859761310727357
0,-21.86052324519099
0,-21.49249708293144
0,-21.561622228784866
0,-21.839791117345627
0,-21.972801561478345
0,-21.80541148340443
0,-21.89014090923421
0,-21.9081338637725
0,-22.268977170583874
0,-21.905528312054678
0,-22.047751896451942
0,-21.601614301629343
0,-21.734033586547877
0,-21.341081907220484
0,-20.98652781185946
0,-21.02470142126649
0,-21.704716350203167
0,-21.37573053269301
0,-21.86319400605836
0,-21.42628430575544
0,-21.29872009046767
0,-21.746284085944286
0,-21.86521988164707
0,-21.940708887564718
0,-21.993673443186484
0,-21.50648977102716
0,-21.7561652824758
0,-21.96835701835201
0,-21.788689167434406
0,-21.668004709062686
0,-21.478354473609553
0,-21.429436749929078
0,-21.757964912432627
0,-21.482566666810996
0,-20.977188333470448
0,-20.503328916796924
0,-20.35941247095708
0,-20.553941847409227
0,-20.738744755038766
0,-20.66430751728683
0,-21.13109214142249
0,-21.368287534351367
0,-21.4498731576338
0,-21.43362949975211
0,-21.836948024764506
0,-21.863850623526282
0,-21.82690809234997
0,-21.223062687732472
0,-20.805659553345848
0,-20.802876575678557
0,-20.62523274689463
0,-20.193971109549896
0,-20.3280225540724
0,-20.40537142636878
0,-20.866352855050344
0,-21.129285212297827
0,-21.272820951682938
0,-21.25292990409879
0,-21.096533408893848
0,-21.679206738449157
0,-21.5514964015267
0,-21.280171581450364
0,-21.478663002377843
0,-21.74222985225895
0,-21.367618359646006
0,-21.442987441663703
0,-21.90208806958052
0,-21.78823366610149
0,-21.861321982796415
0,-21.555755883656595
0,-21.49046808947376
0,-21.234694685000076
0,-21.27295995075007
0,-21.534311953212566
0,-20.688846355551934
0,-20.30440403777434
0,-20.051683835885623
0,-20.611599644091342
0,-20.799769661886774
0,-21.053531178792433
0,-21.25710461985281
0,-21.11924938886017
0,-20.66328691941716
0,-19.9613725734463
0,-19.64455394477399
0,-19.59982624753529
0,-19.551084935158528
0,-19.567280688400604
0,-19.438916653980574
0,-19.148220821281548
0,-19.67830978021747
0,-19.675644291206595
0,-19.904362076646265
0,-19.45289397281395
0,-19.82399927417325
0,-20.239049310464587
0,-19.820846844941357
0,-19.348554502694288
0,-19.293626777559574
0,-19.410195438681594
0,-19.127185666747515
0,-18.845826383410138
0,-18.60353506423963
0,-18.82960831102765
0,-18.369377895476266
0,-18.482159000702453
0,-19.039301050667333
0,-18.549835998133968
0,-19.00359419822727
0,-18.890914488315907
0,-18.74636876390011
0,-18.115300325705103
0,-18.56578530941985
0,-18.731246043948858
0,-18.575933741751413
0,-18.65963705466384
0,-19.12665520193065
0,-19.47657244183412
0,-19.640243819742416
0,-19.539481628755297
0,-19.743757547317532
0,-19.500319669951658
0,-19.544053686454074
0,-19.06685100213137
0,-18.9072584520248
0,-19.086895529423558
0,-19.24505075295238
0,-18.707798215304763
0,-19.034908304539528
0,-18.764412889312553
0,-18.213692244846925
0,-18.35925763260458
0,-18.67879475097435
0,-18.451105013425632
0,-18.56604976275435
0,-18.775247274616632
0,-18.717734910885802
0,-18.819348165341513
0,-18.678380757074436
0,-18.625711719220714
0,-19.11942613325968
0,-18.619704826596696
0,-18.84496958526686
0,-19.233971106003516
0,-19.147272550703338
0,-19.42115892316817
0,-19.76260097700976
0,-19.56822092815927
0,-19.81480988175131
0,-19.93656938766374
0,-19.595990918280553
0,-19.353691372366526
0,-19.648506803748198
0,-19.584831463560786
0,-19.655589890382746
0,-19.235310395863607
0,-19.323544876070425
0,-19.288617632266906
0,-18.93668675065356
0,-19.046102413120884
0,-18.700047292464838
0,-18.977544927841596
0,-19.091167681449516
0,-19.33035929737704
0,-19.851341332508188
0,-19.72752426588278
0,-19.872398052588643
0,-19.80377814995921
0,-19.638589242461247
0,-19.700409780338184
0,-20.565389291321274
0,-21.00586982675521
0,-21.35557633541745
0,-20.987797518646577
0,-21.025907642714248
0,-21.399612260578536
0,-21.435881647549607
0,-21.070337565172128
0,-20.39182068691352
0,-20.059729652567842
0,-19.475493169939448
0,-19.326718511442472
0,-19.316632585870348
0,-19.45705095657683
0,-19.884198408747988
0,-19.94623848831059
0,-19.91767656389506
0,-19.42804273570031
0,-19.381640598915293
0,-19.71880856896953
0,-19.832868140521054
0,-19.297474733495
0,-19.11385099682025
0,-19.108158446979235
0,-19.271500524630277
0,-19.526675498398763
0,-19.906591723478826
0,-19.611262137304884
0,-19.75569903043964
0,-19.267914078917656
0,-19.22951837497177
0,-19.161792456223182
0,-19.184952833412023
0,-19.23820519174142
0,-19.29504493215435
0,-19.667792685546633
0,-19.6156530512693
0,-18.947370398705836
0,-19.300001878770544
0,-19.17250178483202
0,-18.270126695590417
0,-18.794120360810894
0,-18.648164342770347
0,-18.903256125631827
0,-19.10809331935024
0,-19.508938653382728
0,-19.920991720713594
0,-20.256192134677914
0,-20.255882527944017
0,-20.018088401546816
0,-19.985933981469476
0,-19.749137282396
0,-19.930430418276202
0,-19.808908897362393
0,-19.58721345249427
0,-19.595352779869557
0,-19.44683514087608
0,-19.343243383832277
0,-19.619831214640666
0,-19.082589653908634
0,-19.003460171213202
0,-19.015787162652543
0,-18.614997804519916
0,-18.521747914293922
0,-18.389410518579226
0,-17.826189992650264
0,-17.44738049301775
0,-17.537511468366866
0,-17.798135894948523
0,-18.045729100201093
0,-18.28094264519104
0,-17.891895512931487
0,-18.166050737284912
0,-17.776498200420665
0,-17.862673290399634
0,-17.96953962587965
0,-18.40231264458567
0,-18.450947012356387
0,-18.20964966173857
0,-18.686667178651643
0,-18.83983381971906
0,-18.760342128733107
0,-18.784825022296452
0,-18.59558377118163
0,-18.37830458262255
0,-18.665639353491425
0,-18.844857385816855
0,-18.658864516526013
0,-18.450921290699714
0,-19.034625226164728
0,-18.301643964856492
0,-18.542811766613667
0,-18.440671178282983
0,-18.781137619368835
0,-18.77958073840039
0,-19.196851701480373
0,-18.962009116406357
0,-18.813908660586037
0,-18.566963227556737
0,-18.226115066178902
0,-18.44605931286996
0,-18.111256347226462
0,-17.811943529865136
0,-17.308846353371877
0,-17.337154035703282
0,-17.40154633391812
0,-17.912719017222216
0,-17.898333066361104
0,-18.15341641304305
0,-17.608245592390897
0,-17.546583312771354
0,-17.35050414713279
0,-17.56422893977615
0,-18.092267492787343
0,-17.981404118147974
0,-17.682333912240576
0,-18.004467216628548
0,-18.07924385579712
0,-18.287781663007266
0,-18.5108925798569
0,-18.622847950864056
0,-18.42295555332085
0,-18.21430777565481
0,-18.04109238687207
0,-17.814037767528465
0,-17.96708587915204
0,-17.80623158519444
0,-17.415920005934716
0,-17.90762400563798
0,-18.02474280535608
0,-17.967255665088274
0,-18.468892881833863
0,-18.64544823774217
0,-18.594425825855062
0,-19.17095453456231
0,-18.56865680783419
0,-18.44022396744248
0,-18.680712769070357
0,-18.634177130616838
0,-18.208718274085996
0,-17.960782360381696
0,-17.84399324236261
0,-17.63929358024448
0,-17.432328901232257
0,-17.454462456170646
0,-17.556739333362113
0,-17.68515236669401
0,-17.72589474835931
0,-17.633350010941342
0,-17.520432510394276
0,-17.27566088487456
0,-17.674377840630832
0,-17.66565894859929
0,-17.707376001169326
0,-17.86575720111086
0,-17.122469341055314
0,-17.116345874002548
0,-17.35427858030242
0,-17.5053146512873
0,-17.867548918722935
0,-17.97417147278679
0,-18.40046289914745
0,-18.767939754190078
0,-18.973292766480572
0,-18.837128128156543
0,-18.395271721748713
0,-18.656758135661278
0,-18.942670228878214
0,-18.639286717434302
0,-18.457322381562587
0,-18.659456262484458
0,-18.738983449360234
0,-18.902034276892223
0,-18.488182563047612
0,-18.588773434895234
0,-18.709334763150473
0,-18.92386802499295
0,-18.702674623743302
0,-18.53629089255614
0,-18.615726347928334
0,-18.653690030531916
0,-18.221005529005318
0,-18.09120525255505
0,-18.811644989927295
0,-18.63981274043093
0,-18.964072103409386
0,-19.09086849823892
0,-19.430075073326975
0,-19.458571319660624
